,nofinesset,rs,coordx,coordy
25594,910002500,CPMI LISSES,"657,873.9","6,833,475.8"
25595,910006170,PHARMACIE DE LA TOUR,"635,393","6,836,338"
25596,910005651,PHARMACIE ROLLAND,"653,661.3","6,825,468.7"
25597,910005750,PHARMACIE XENIDIS - BRIARD,"653,994.4","6,835,249.7"
25598,910006501,PHARMACIE BENFREDJ,"638,370","6,844,464.7"
25599,910006857,PHARMACIED DE LA MAIRIE DE CORBEIL,"661,752.9","6,834,929.3"
25600,910007103,PHARMACIE JOUFFROY,"623,282.5","6,822,477.1"
25601,910008036,PHARMACIE PAYTRA,"637,195.7","6,814,916.9"
25602,910006071,PHARMACIE DECHANET-PINSON,"648,709.4","6,834,286.7"
25603,910006204,SELARL PHARMACIE HAUTES MARDELLES,"664,235.9","6,845,594.3"
25604,910008853,SELAS PHARMACIE DU MARCHE,"636,217.1","6,845,068.5"
25605,910010156,CDS MEDICAL ET DENTAIRE IGESA SACLAY,"639,215.3","6,850,192.2"
25606,910007657,PHARMACIE DU MARCHE,"656,795.8","6,843,057.5"
25607,910009885,PHARMACIE BRENAUT,"648,208","6,844,013.2"
25608,910009851,PHARMACIE TA-NGUYEN,"648,208","6,844,013.2"
25609,910008283,PHARMACIE GRANDATI-LEONE,"640,100.1","6,821,381.3"
25610,910007632,PHARMACIE DUSIC-BUI,"656,781","6,843,807.5"
25611,910010875,SELARL PHARMACIE DE ROUVRES,"659,221","6,846,221.2"
25612,910010693,SELARL PHARMACIE CUFFEZ,"659,563.2","6,843,978.9"
25613,910010263,SELARL PHARMACIE DES DEUX GARES,"645,585.3","6,847,385.2"
25614,910011311,PHARMACIE JAFFRE,"642,287.5","6,832,481.7"
25615,910011915,SELARL PHARMACIE DU MARCHE,"665,724.4","6,841,652.2"
25616,910013895,SNC PHARMACIE LE VAN NGUYEN TAN,"656,919.6","6,845,454.5"
25617,910015783,FOYER EVRY-LES MIROIRS,"657,964.9","6,836,981.8"
25618,910013077,SARL PHARMACIE GRAND VAUX,"651,262.9","6,841,803"
25619,910014026,PHARMACIE WEIL,"644,335.6","6,845,045.1"
25620,910013564,PHARMACIE RENOU - DELOUIS,"646,169.3","6,849,667"
25621,910014265,PHARMACIE AMMAR,"653,380.7","6,841,809.7"
25622,910012624,SELARL PHARMACIE DE L'ORGE,"645,526.2","6,832,764.9"
25623,910012764,SELARL PHARMACIE BERLIOZ,"649,922.5","6,837,562.4"
25624,910015817,FTM VILLA BLAISE PASCAL EVRY,"657,943.4","6,836,291"
25625,910016443,ESAT LES ATELIERS DU VIEUX CHATRES,"648,843.9","6,834,812.8"
25626,910014141,PHARMACIE MALLET-FRANCILLARD,"648,570.4","6,840,038"
25627,910013960,PHARMACIE CENTRALE,"643,124.5","6,844,732.7"
25628,910014547,SELARL PHARMACIE LEGER,"662,611.4","6,846,271.1"
25629,910015395,SAEMF - AEMO DU CDSEA,"658,801","6,844,686.9"
25630,910017011,SERVICE AIDE MENAGERE A DOMICILE,"639,441.6","6,816,758.8"
25631,910015924,DEPARTEMENT DE L' ESSONNE,"648,702.9","6,835,266.1"
25632,910015940,CDS DENTAIRE DU VAL D YERRES,"662,362.1","6,845,437.8"
25633,910018191,SSEFIS JC GATINOT,"659,922.9","6,845,291"
25634,910100015,HU HENRI MONDOR SITE CLEMENCEAU APHP,"658,170.6","6,824,828.2"
25635,910018183,SAFEP JC GATINOT,"659,922.9","6,845,291"
25636,910020072,CDS CLINIQUE DENTAIRE DE LA CPAM 91,"637,048.6","6,814,546.2"
25637,910140060,HDJ LES MARES YVON,"649,731.7","6,839,263.5"
25638,910300235,CLINIQUE KORIAN LA MARETTE,"635,323","6,806,593.7"
25639,910310010,CLINIQUE CHATEAU DU BEL AIR,"659,735.1","6,847,190.3"
25640,910300359,HOPITAL PRIVE D ATHIS MONS SITE CARON,"656,609.2","6,846,657.5"
25641,910700327,EHPAD LEON MAUGE,"645,875.7","6,849,788.9"
25642,910700889,CENTRE D'ACTION EDUCATIVE,"662,311.3","6,834,680.7"
25643,910700244,EHPAD HAUTEFEUILLE,"650,717.3","6,826,986"
25644,910700343,FOYER HEBERGEMENT LES THUYAS,"640,067.1","6,821,273.7"
25645,910700848,MAISON D'ENFANTS DE LA SNCF,"647,714.4","6,835,394.9"
25646,910690213,IME SILLERY,"651,088","6,842,159"
25647,910701119,DEPARTEMENT DE PARIS,"633,626.6","6,836,826.1"
25648,910701416,EHPAD LES MARRONNIERS,"666,106.5","6,844,370.1"
25649,910701366,CHRS LA BELLE ETOILE,"653,606.6","6,844,993.7"
25650,910707561,CENTRE D'ACTION EDUCATIVE,"658,029.6","6,836,451.7"
25651,910701275,IME ANDRE NOUAILLE,"644,678.5","6,848,040.6"
25652,910801034,RESIDENCE AUTONOMIE LES PERVENCHES,"645,506.5","6,848,791.4"
25653,910702265,RESIDENCE AUTONOMIE LE BEGUINAGE,"657,184.8","6,834,948"
25654,910800499,RESIDENCE AUTONOMIE JEAN ROSTAND,"654,604.2","6,844,646.7"
25655,910800986,MAISON DE CURE DE L YVETTE,"640,359.5","6,844,419.1"
25656,910800978,EHPAD GALIGNANI,"661,820","6,833,891.5"
25657,910801000,RESIDENCE AUTONOMIE LUCIEN MIDOL,"652,389.5","6,841,596.9"
25658,910802636,SERVICE D'AIDE MENAGERE A DOMICILE,"638,803.7","6,829,823.1"
25659,910802883,SERVICE D'AIDE MENAGERE,"646,434.4","6,848,170.1"
25660,910802925,SERVICE D'AIDE MENAGERE A DOMICILE,"660,782.6","6,844,620.1"
25661,910803014,SERVICE D'AIDE MENAGERE A DOMICILE,"635,651.7","6,828,241.8"
25662,910805480,RESIDENCE AUTONOMIE LA FORET,"653,602.9","6,839,872.9"
25663,910803543,HOPITAL PRIVE CLAUDE GALIEN,"666,046.2","6,842,477.9"
25664,910805449,EHPAD LES TISSERINS,"658,188.6","6,837,190.5"
25665,870017043,ASTRALAB-PLACE D AINE LIMOGES,"564,570.1","6,527,136.1"
25666,910012988,HDJ ROSSAYS,"652,292.8","6,841,647.3"
25667,910060516,CPMI MALRAUX,"653,209.8","6,837,622.2"
25668,910060664,CPMI DE STE GENEVIEVE DES BOIS,"651,854.8","6,838,047.8"
25669,910060425,CPMI DE VERRIERES LE BUISSON,"645,892.5","6,849,830.4"
25670,910802099,CTRE EXAMENS SANTE DE MASSY,"646,539.3","6,848,138.7"
25671,910060730,CPMI LES BOSQUET,"638,471.4","6,842,563.2"
25672,870016508,CENTRE DE SANTE DENTAIRE,"532,323","6,514,312.5"
25673,910018704,RESIDENCE SOCIALE,"662,471.8","6,846,634.6"
25674,870013661,PHARMACIE DE LA METEORITE,"530,823.9","6,527,261.9"
25675,870013893,PHARMACIE MOREAU,"537,269.2","6,534,145.9"
25676,870013315,PHARMACIE CHIROUX,"558,135.1","6,537,207.5"
25677,870013331,PHARMACIE NOUGIER,"539,142.6","6,553,230.9"
25678,870014081,PHARMACIE DE SAINT MATHIEU,"525,563.3","6,514,111.3"
25679,870015633,AIRE D'ACCUEIL DES GENS DU VOYAGE,"568,541.1","6,527,619.3"
25680,870014842,SERV AIDE AUX PERSONNES AGEES LE DORAT,"552,125","6,570,085"
25681,870015732,AIRE D'ACCUEIL DES GENS DU VOYAGE,"583,310.9","6,528,908.4"
25682,880001599,S.A.V.S DU RAP,"899,779.5","6,809,822"
25683,910006238,PHARMACIE ROBERT-SPAGGIARI,"652,670.2","6,830,508.9"
25684,900001728,UNITE DE DIALYSE DE BELFORT,"989,070.9","6,733,770.8"
25685,870014529,MAISON PERCE-NEIGE,"540,215.6","6,519,910"
25686,910016088,SSE91 AEMO JUDICIAIRE ANTENNE,"657,936.7","6,836,219.6"
25687,910017458,LE MANICROCHE,"631,985.9","6,801,737.8"
25688,910018605,RESIDENCE SOCIALE,"654,821.8","6,843,365.7"
25689,910018860,RESIDENCE SOCIALE,"650,035.4","6,837,538.1"
25690,910018837,RESIDENCE SOCIALE,"626,291.3","6,826,020.3"
25691,890006679,RÉSIDENCE SOCIALE D'AVALLON,"767,534.8","6,710,402.5"
25692,880006739,SESSAD PRO DARNEY - UGECAM,"926,385.7","6,780,202.5"
25693,910019165,SAMSAH APF D EVRY,"658,728","6,837,120.5"
25694,870016656,CENTRE PATIENT AGE STE CLAIRE HOP JOUR,"563,448.1","6,525,974.1"
25695,870016797,"LABM BIOLYSS - LIMOGES, FLEURUS","565,219","6,527,203.8"
25696,900002981,BIOALLAN - SITE TREVENANS,"990,072.5","6,726,568.9"
25697,910019629,LBM SELAS CERBALLIANCE PARIS SUD SITE,"657,958.7","6,836,468.6"
25698,880006952,ASSOCIATION MAISON FAMILLIALE GUGNECOU,"968,807","6,800,078.7"
25699,910019819,LBM SELAS SOMMEVILLE SITE BRUNOY QUINC,"665,695.4","6,841,689.7"
25700,910019835,LBM SELAS SOMMEVILLE SITE MONTGERON,"660,931.5","6,844,471.7"
25701,910019959,LBM SELAS MEDI 7 SITE VIGNEUX SUR SEIN,"657,184.9","6,844,563"
25702,910020205,LBM SELAS BIO LAB SITE EVRY EUROPE,"658,053.5","6,836,874.2"
25703,890008691,LBM SELAS BIO PLUS AVALLON,"768,279","6,710,702.6"
25704,880007166,SAD LE TEMPS D'UN SERVICE,"955,826.9","6,792,461.5"
25705,870017308,SERFA,"564,533.2","6,526,484.9"
25706,870017332,CENTRE PROXIMITE VAN GOGH HOPITAL JOUR,"564,100.2","6,527,206.2"
25707,910020635,LBM SELAS BIO LAB SITE CHEVRY GIF SUR,"634,971.8","6,843,531.5"
25708,880007307,MAISON RELAIS,"919,244.7","6,792,838.4"
25709,910020700,GCSMS PASI SIEGE,"659,452.1","6,824,148.6"
25710,910020791,CHU FONDATION JEUNESSE FEU VERT,"638,646.4","6,814,921.7"
25711,910020833,CHU OPPELIA,"638,520.5","6,844,147.6"
25712,910020940,LBM SELAS MEDI7 SITE BALLANCOURT,"653,635.5","6,825,492.2"
25713,910020999,FJT - RESIDENCE SOCIALE,"657,213.9","6,844,703.8"
25714,870017449,SESSAD RAPCEAL EXPERIMENTAL,"563,406.6","6,525,255.9"
25715,910021153,MARPA LES JARDINS DE SAINT LAURENT,"660,161.5","6,812,058.5"
25716,910021195,EQUIPE MOBILE D ACCOMPAGNEMENT EMA 91,"659,082.5","6,835,792.7"
25717,910021245,LBM SELARL BIO ASSO DE L'YVETTE SITE M,"643,384.2","6,838,322"
25718,910021369,CATTP LA VILLA,"662,059.7","6,833,862.3"
25719,890009079,MSP DU VEZELIEN,"755,968.6","6,707,165.8"
25720,880007620,"LBM""ATOUTBIO DE LORRAINE""VITTEL","918,678.3","6,793,469.7"
25721,910021583,RESIDENCE ACCUEIL,"625,520.9","6,805,826"
25722,880007679,MAISON DE SANTE DE XERTIGNY,"953,403.8","6,776,981.9"
25723,910021617,LBM SELAS CERBALLIANCE PARIS SUD SITE,"637,411.8","6,837,171.8"
25724,870017688,CENTRE DU PATIENT AGE STE-CLAIRE - CMP,"563,448.1","6,525,974.1"
25725,890009194,GIE IRM IMAGERIE DE L'AVALLONNAIS,"768,127.9","6,710,527.4"
25726,900003930,H2SR AGE D'OR SERVICES,"989,286.2","6,733,711.3"
25727,910021955,USLD HENRI MONDOR SITE JOFFRE APHP,"657,996.4","6,840,802.4"
25728,910021963,USLD HENRI MONDOR SITE CLEMENCEAU APHP,"658,170.6","6,824,828.2"
25729,910022078,RSJAM STE GENEVIEVE,"648,801.7","6,839,157"
25730,880008032,POINT ACCUEIL ECOUTE EPINAL,"956,017.5","6,791,958"
25731,890009376,CENTRE MEDICO DENTAIRE DE SENS,"722,200","6,789,112.2"
25732,900004052,VITALAIRE,"991,386.2","6,734,097.5"
25733,910022540,CLIC NORD EST,"656,838","6,841,975.7"
25734,910022623,CDS BERNARD KOUCHNER,"646,408.3","6,847,593.8"
25735,910022805,CDS DENTAIRE ASCDM,"654,240.1","6,840,611.9"
25736,910022995,DOM PAGES SERVICES,"661,336.9","6,834,395"
25737,910023175,CHU EMMAUS,"648,872.3","6,840,785.3"
25738,930011358,SSIAD JOUR PA-PH NOISY-LE-SEC USSIF,"659,605.6","6,865,665.4"
25739,920012168,EHPAD RESIDENCE VILLA MEDICIS,"647,726.5","6,857,736.9"
25740,930012349,CMP BARBUSSE,"660,751.6","6,871,426.7"
25741,930019369,EHPAD LA COURNEUVE JEAN VIOLLET,"655,026.7","6,869,449.4"
25742,920020039,SESSAD LA BOUSSOLE,"644,880","6,858,735.5"
25743,920023868,CMP DE MALAKOFF,"648,015.4","6,857,597.3"
25744,910808245,CMP LA HACQUINIERE,"637,810.4","6,844,323.5"
25745,910808369,CMP VIEIL EVRY,"659,586.4","6,837,318.2"
25746,910807130,RESIDENCE AUTONOMIE LA BAILLOTERIE,"643,222.2","6,838,199.2"
25747,910810589,FOYER DE VIE RESIDENCE LES 5 SENS,"663,779.8","6,835,238.6"
25748,910808070,CMP D EGLY,"643,907.1","6,831,174.3"
25749,910808294,CMP DE DOURDAN,"627,110.1","6,826,050.6"
25750,910808898,S.E.A.T. D EVRY,"658,195.4","6,836,549"
25751,910811009,SAVS SAED,"658,033.8","6,837,611.2"
25752,910808120,CMP DE GRIGNY,"653,743.7","6,839,345.2"
25753,910808419,CMP ENFANCE ET SURDITE LES ULIS,"638,629.9","6,842,787.1"
25754,910811041,EHPAD RESIDENCE JEAN JAURES,"654,601.4","6,844,645.2"
25755,910811355,SCE HOSPITALIER FREDERIC JOLIOT,"640,182.5","6,844,593.3"
25756,910813906,EFS IDF LES ULIS,"640,793","6,843,162.2"
25757,910814235,SESSD APF,"642,243.8","6,843,604.9"
25758,910814664,MAS LA BEAUCERAIE,"636,873.5","6,816,137.5"
25759,910815588,ANNEXE DU CENTRE D'ACTION EDUCATIVE DE,"639,181.3","6,843,493.6"
25760,910815596,ANNEXE DU C.A.E. D'EPINAY S/ORG,"650,954.3","6,841,493.4"
25761,920003449,SERVICE D'AIDE MENAGERE A DOMICILE,"645,796.7","6,865,269.4"
25762,920003316,SERVICE DE MAINTIEN A DOMICILE,"644,454.8","6,869,835.2"
25763,920000577,CH DE NANTERRE,"643,106.4","6,868,314.7"
25764,920003720,SSIAD 92,"643,760.3","6,859,203.4"
25765,920003373,SERVICE D'AIDE MENAGERE A DOMICILE,"646,738.6","6,858,511.2"
25766,920003357,SERVICE D'AIDE MENAGERE,"644,760.3","6,867,676.7"
25767,920003530,SERVICE D'AIDE MENAGERE A DOMICILE,"651,117.5","6,870,632.4"
25768,920006772,EHPAD MAISON DE RETRAITE SOYER,"645,885.6","6,865,511.7"
25769,920004140,SESSD APF DE BAGNEUX,"650,078.5","6,856,172.9"
25770,920009974,SELAS PHARMACIE CENTRALE,"644,466.4","6,859,584.5"
25771,920009214,PHARMACIE DU ROND POINT,"650,098.3","6,856,185"
25772,920009065,PHARMACIE DEVAUX - LEBIGRE,"649,627.3","6,855,877.1"
25773,920009891,SARL PHARMACIE EISENBETH,"644,187.9","6,860,264"
25774,920012226,SELARL PHARMACIE DU HAUT DE CLAMART,"645,662","6,854,821.1"
25775,920011681,SELARL PHIE MOREAU-NAJI CECILE,"640,438.8","6,857,107.7"
25776,920011095,SELARL PHARMACIE SONDARJEE BERGE,"649,674.3","6,853,463.3"
25777,920015096,SELARL PHARMACIE VICTOR HUGO,"648,280.7","6,869,238.4"
25778,920015013,SELAS HAMON,"648,031.6","6,869,702.4"
25779,920013612,PHARMACIE SAULOUP-BOCQUILLON,"645,210.3","6,865,846.9"
25780,920014263,PHARMACIE MUTSCHLER,"648,312.2","6,855,026.8"
25781,920011947,PHARMACIE NGUYEN-TRAN,"645,499.3","6,857,403.6"
25782,920011277,PHARMACIE CYRANO DE BERGERAC,"644,940.9","6,852,291"
25783,920017464,SELARL PHARMACIE DU PETIT NANTERRE,"642,933.2","6,868,150.3"
25784,920013265,SELEURL PHARMACIE PRINCIPALE,"644,041.8","6,867,964.8"
25785,920012762,PHARMACIE BARRE - PARENTI,"649,037.2","6,867,394.3"
25786,920013497,SELURL PHARMACIE VALMY-AUDRA,"645,316.8","6,870,013.6"
25787,920017027,SELARL PHARMACIE DE LA CLINIQUE,"643,555.2","6,854,055.1"
25788,920015195,SELARL AMAR MAURIERE ZINSIUS,"646,599","6,858,473.6"
25789,920015831,SELARL PHARMACIE PALAIS DES SPORTS,"647,843.2","6,865,912"
25790,920016375,PHARMACIE SINE-NDEFEU,"648,276.7","6,857,329.3"
25791,920017712,SELARL PHARMACIE SANTE SERVICE,"642,617.4","6,865,356"
25792,920018744,PHARMACIE LEVY-TIMSIT,"646,555.4","6,865,107.5"
25793,920017126,PHARMACIE PREVOST,"650,104.1","6,857,389.9"
25794,920018827,PHARMACIE DU PARC,"646,341.2","6,865,232.3"
25795,920017191,PHARMACIE NGUYEN-NGUYEN PHUONG LOAN,"649,107.9","6,857,284.2"
25796,920017811,PHARMACIE BERTRAND-ROUSSET,"643,110.5","6,866,609.5"
25797,920018561,SARL PHARMACIE DE CHEZY,"646,783.1","6,865,873.7"
25798,920019676,PHARMACIE  LE TANOU - CORMIER,"640,879.4","6,863,420.1"
25799,920020617,PHARMACIE BAUM-MORATA,"642,348.8","6,857,453.3"
25800,920019494,PHARM MUTUALISTE MUTINTER,"644,224.6","6,864,723.4"
25801,920019312,PHARMACIE ALLAL-BRAMI,"644,673.2","6,865,155.5"
25802,920019296,SELARL PHARMACIE JAURES,"644,116.9","6,864,826.7"
25803,920023512,SERVICE TRAVAILLEUSE FAMILIALE,"644,665.8","6,859,660.2"
25804,920019841,PHARMACIE DU CENTRE COMMERCIAL,"639,250.1","6,865,167.5"
25805,920020401,SELURL PHARMACIE DU VAL D'OR,"642,477.2","6,862,322.5"
25806,920021466,PHARMACIE LEIBA,"637,916","6,860,035.4"
25807,920022563,ESAT LES ROBINSONS,"645,534.7","6,854,042.5"
25808,920021722,PHARMACIE NDIKA,"650,815.6","6,871,345.3"
25809,920021706,PHARMACIE EL FARAH,"651,150","6,870,860.1"
25810,920025194,SELARL PHARMACIE MAISON BLANCHE,"648,479.4","6,856,792.5"
25811,920022761,FPAH MICHELLE DARTY ISSY LS MOULINEAUX,"645,310.2","6,858,282.3"
25812,920024437,CPMI ET CPEF DE VILLENEUVE,"650,999.3","6,870,589.8"
25813,920024916,SSIAD DE CHAVILLE,"640,676.2","6,857,147.9"
25814,920025616,SAFEP APAJH,"642,714.3","6,863,591.5"
25815,920023611,CMP ADULTE CHS COURBEVOIE NEUILLY,"646,667.2","6,867,787"
25816,920023991,RESIDENCE SOCIALE JEANNNE D'ARC,"647,132.9","6,859,311"
25817,920024387,CPEF DE NANTERRE,"642,832.1","6,865,753.7"
25818,920060480,CPMI ISSY LES MOULINEAUX,"647,037.3","6,859,203.4"
25819,920060209,CPMI DE CHATENAY,"646,402.7","6,852,183.5"
25820,920025384,ESAT LES AMIS DE L'ATELIER,"648,248.5","6,856,129.6"
25821,920060605,CPMI DE MONTROUGE,"650,265.7","6,857,801.2"
25822,920040508,RESIDENCE AUTONOMIE DES IMBERGERES,"648,073.2","6,853,169.7"
25823,920060829,CPMI DE SURESNES,"643,250.2","6,863,728.2"
25824,920060118,CPMI DEPARTEMENTAL NAUDIN,"650,122.3","6,856,370.4"
25825,920300563,CLINIQUE LAENNEC  MALAKOFF,"648,211.7","6,856,957.3"
25826,920300597,CLINIQUE DE MEUDON LA FORET,"643,581.5","6,854,086.5"
25827,920300480,CLINIQUE SSR DU PARC DE VANVES,"647,100.8","6,858,018.9"
25828,920690070,ITEP JACQUES PREVERT,"646,412.6","6,852,318.7"
25829,920690203,IMP,"650,627.2","6,857,155.1"
25830,920310059,CLINIQUE MEDICALE DE VILLE D AVRAY,"641,045.5","6,859,076.7"
25831,920301033,CLINIQUE DE LA PORTE DE ST CLOUD,"644,807.7","6,860,215.3"
25832,920690013,IME CPPS PARC HELLER,"648,146.9","6,849,959.5"
25833,920700028,CEM ALGESEM DE GARCHES,"638,876.5","6,860,074.5"
25834,920710217,ASSOCIATION VERS LA VIE EDUCATION DES,"648,222.7","6,850,312.6"
25835,920710241,FJT - RESIDENCE SOC EMILIENNE MOREAU,"641,706","6,862,698.1"
25836,920710639,EHPAD LES ABONDANCES,"643,684.9","6,860,967"
25837,920711967,EHPAD RESIDENCE REPOTEL,"648,015","6,870,399"
25838,920710951,HDJ FONTENAY AUX ROSES,"648,477.7","6,854,575.9"
25839,920711025,SCE D'ACTION EDUC.MILIEU OUVERT,"645,448.5","6,867,131.4"
25840,920710688,EHPAD LASSERRE,"647,121","6,859,041.9"
25841,920800133,EMP LES AVELINES,"641,815","6,860,473.1"
25842,920717733,ASS LAIQUE EDUCATION FORMATION PROF AD,"648,928.5","6,867,527.8"
25843,920718277,HDJ SURESNES,"643,061.9","6,863,222.4"
25844,920800018,CHRS MARJA,"644,993.8","6,869,261.6"
25845,920801800,CMP DE CLAMART,"644,028.7","6,854,046.3"
25846,920803186,RESIDENCE AUTONOMIE LORRAINE,"648,285.3","6,865,988.2"
25847,920803699,EHPAD COGNACQ JAY,"639,057.2","6,863,371.2"
25848,920803871,RESIDENCE AUTONOMIE LE TITIEN,"645,254.5","6,851,923"
25849,920804143,RESIDENCE AUTONOMIE LES JOURS HEUREUX,"642,021.5","6,862,605.5"
25850,920804689,SSIAD CRF VILLENEUVE-LA-GARENNE,"651,120.3","6,870,653.5"
25851,920803996,EHPAD VILLA BEAUSOLEIL,"649,769","6,857,902"
25852,920808565,CPMI  PAVE BLANC,"644,068.2","6,853,780.9"
25853,920809803,EHPAD CASH DE NANTERRE,"643,106.4","6,868,314.7"
25854,920810678,CMP ENFANTS DE BAGNEUX,"648,883.2","6,855,078"
25855,920810868,CMP ENFANTS PETIT CLAMART,"644,559.5","6,854,018.3"
25856,920811494,CTRE DPT DE PREVENTION MEDICO SOCIALE,"646,882.4","6,857,533.5"
25857,920811809,CDS DENTAIRE DE L UMIF,"648,618.1","6,870,690.5"
25858,920812427,FOYER HEBERGEMENT LES GRAVIERS,"645,957.9","6,864,936.4"
25859,920812567,CAFS GEORGES SOREL,"644,285.5","6,859,693.8"
25860,920813599,HAD CENTRE HOSPITALIER RIVES DE SEINE,"645,924.6","6,865,914.4"
25861,920813615,ASS JEAN-LUC LAHAYE CENT FAMILLES,"648,555.6","6,866,902.8"
25862,920813995,HDJ CMP DES VALLES,"647,048.2","6,851,843.7"
25863,920815115,SSIAD FONDATION AULAGNIER,"646,989.3","6,867,579.2"
25864,920814019,HDJ LES CATALPAS,"642,647.1","6,861,077.2"
25865,920814217,CMPP,"645,686","6,866,908"
25866,920813946,FAM MAISON PERCE NEIGE,"645,361.3","6,867,020.6"
25867,920815032,ECOLE D'AIDES SOIGNANTS (AFPS),"651,160","6,871,022"
25868,920815461,UEMO,"645,108.7","6,868,244.8"
25869,920815479,CENTRE D'ACTION EDUCATIVE,"648,437.1","6,857,697.2"
25870,920814845,ECOLE D'AIDES SOIGNANTS,"647,717.6","6,858,009.2"
25871,920814795,IME L ALTERNANCE,"649,959.8","6,853,471.3"
25872,920815321,CTRE DE FORM.D'AIDES-SOIGNANTS AGESPA,"643,715.3","6,867,989.8"
25873,920814456,ESAT CAMILLE HERMANGE,"642,387","6,865,298"
25874,930001466,CPM SAINT OUEN,"651,359.9","6,868,018.2"
25875,930001433,CMP DE SAINT DENIS,"652,834.9","6,871,390"
25876,930004650,PHARMACIE BOKOBZA-BORGEL,"655,443.5","6,868,416.9"
25877,930001557,SERVICE D'AIDE MENAGERE,"663,127.2","6,870,210.7"
25878,930005202,SELAS PHARMACIE ROBESPIERRE,"663,374.5","6,871,974.7"
25879,930001607,SERVICE D'AIDE MENAGERE,"657,822.9","6,870,562.8"
25880,930003082,CPMI VOLTAIRE,"657,226.8","6,861,773.4"
25881,930003397,EHPAD RESIDENCE LE MOULIN VERT,"669,633","6,871,548.2"
25882,930004932,SELARL PHARMACIE AHDANE,"662,060.5","6,871,652.1"
25883,930003322,IME DU CESAP LE CAP VERT,"664,650.7","6,867,609.1"
25884,930003355,CENTRE D AUTODIALYSE DE L APAD,"660,482.7","6,868,275.6"
25885,930004353,PHARMACIE NGO,"654,336.4","6,868,541.6"
25886,930006804,SCI MIDEKIN,"661,902.4","6,867,100.7"
25887,930006267,PHARMACIE EL HAIMER,"658,011.5","6,868,006.3"
25888,930007455,SELARL PHARMACIE KHODABOCUS,"654,942.1","6,869,893"
25889,930006473,PHARMACIE IRAZAN,"658,932.4","6,867,769.9"
25890,930005129,SESSAD DE L IME BERNADETTE COURSOL,"658,606.7","6,862,559"
25891,930005533,PHARMACIE KEALY-SAMEDY,"658,001.4","6,863,522.3"
25892,930007307,PHARMACIE BELRIF,"654,508.2","6,869,834.5"
25893,930007984,SELARL PHARMACIE MOHAMADY,"659,392","6,869,205.3"
25894,930010012,CDS MUNICIPAL PESQUE,"654,781.9","6,868,412.6"
25895,930010103,CDS MUNICIPAL FERNAND LAMAZE,"661,348.2","6,869,801.9"
25896,930009436,PHARMACIE LE,"664,871.9","6,868,119.2"
25897,930008073,PHARMACIE MORIN - ROUSSELOT,"658,963.2","6,869,101.3"
25898,930010061,PHARMACIE LECONTE,"659,010.7","6,862,416.5"
25899,930008735,PHARMACIE UZAN,"665,787.4","6,864,438.3"
25900,930011002,PHARMACIE MARCHAND,"659,059.1","6,862,809.2"
25901,930010707,SELAS PHARMACIE KHALESS,"658,327.7","6,862,062.6"
25902,930010871,CDS MEDICO-SOCIAL MUNICIPAL,"663,062.1","6,872,558.2"
25903,930008123,PHARMACIE JOUNDY,"658,677.7","6,868,395.6"
25904,930010632,CDS MEDICO SOCIAL MUNICIPAL,"651,129.3","6,868,916.5"
25905,930010426,SELURL PHARMACIE FMALONGA,"661,771.5","6,862,866.6"
25906,930010657,PHARMACIE MONTREUIL 93 - 24/24,"658,548.6","6,862,138.2"
25907,930011333,SELAS PHARMACIE DE LA MAIRIE,"663,734.7","6,862,417.7"
25908,930011184,PHARMACIE FRYDMAN,"658,858.6","6,862,405.4"
25909,930013784,PHARMACIE CODJIA,"660,967.2","6,864,141.9"
25910,930011754,SNC PHARMACIE DU MARCHE,"667,197.4","6,860,878"
25911,930012836,PHARMACIE TODISCO JACKY,"662,944.9","6,867,649.9"
25912,930012406,PHARMACIE BENAD-CASTEL,"660,508.1","6,866,334.5"
25913,930013750,PHARMACIE BACONNET-FROISSART,"658,523.1","6,864,874.6"
25914,930012950,PHARMACIE DU  MARCHE,"663,703.9","6,867,281.6"
25915,930013537,PHARMACIE DEBUT,"658,687.5","6,864,184"
25916,930013172,SELARL HBS,"653,213.9","6,874,221"
25917,930013057,PHARMACIE CALIFE,"652,642.9","6,873,235.5"
25918,930012984,SELARL PHARMACIE ALLAM,"664,509","6,867,803.8"
25919,930015235,PHARMACIE MAMANE-MAMANE,"651,460.5","6,867,420"
25920,930016233,SELARL PHARMACIE CENTRALE DU VERT,"669,046.2","6,871,315.7"
25921,930017470,FOYER HEBERGEMENT LA VILLA,"665,654.3","6,870,736.1"
25922,930014683,SELAS GRANDE PHARMACIE CENTRALE,"652,745.5","6,870,913"
25923,930015904,SELARL PHARMACIE G&T,"654,281.5","6,874,791.9"
25924,930015250,SELARL PHARMACIE DU VIEUX SAINT OUEN,"650,943.5","6,868,746.5"
25925,930015151,SELAS PHIE DE LA PORTE DE SAINT OUEN,"650,964.4","6,867,248.6"
25926,930016522,PHARMACIE VILLA-BLIGNY,"664,047.6","6,865,391.7"
25927,930014766,PHARMACIE NGUYEN DINH,"652,927.1","6,870,881.5"
25928,930018064,FTM SAINT DENIS,"651,278.6","6,869,072"
25929,930016720,SELARL PHARMACIE GHIZLAN,"666,904.7","6,873,156"
25930,930018031,FTM HEMET,"655,266.7","6,868,697.1"
25931,930015839,CHRS ESCALE SAINT MARTIN,"665,573","6,870,584.4"
