ANNEE;NOM_MAT;TYPE;STATUT;FI_ET;FI_EJ;COM;NOMCOM;CPO;ADRESSE;LIT_OBS;SALTRAV;ACCTOT
2016;POLYCLINIQUE LE LANGUEDOC;1;PRIVE LUCRATIF;110780228;110000114;11262;NARBONNE;11108;12 AV DE LA COTE DES ROSES;18;3;575
2019;CH DE RODEZ HOPITAL JACQUES PUEL;2b;PUBLIC;120000039;120780044;12202;RODEZ;12027;AV DE L'HOPITAL;24;3;1212
2018;CH MILLAU;1;PUBLIC;120004569;120004528;12145;MILLAU;12101;265 BD ACHILLE SOUQUES;12;2;289
2015;SITE D'AIX EN PROVENCE;2b;PUBLIC;130000409;130041916;13001;AIX-EN-PROVENCE;13616;AV DES TAMARIS;39;5;1831
2023;CENTRE HOSPITALIER GENERAL D'AUBAGNE;1;PUBLIC;130000565;130781446;13005;AUBAGNE;13400;179 AV DES SOEURS GASTINE;19;3;1135
2018;CLINIQUE DE VITROLLES;1;PRIVE LUCRATIF;130008253;130001084;13117;VITROLLES;13741;R BEL AIR LA TUILIERE II;45;5;1391
2016;APHM HOPITAL NORD;3;PUBLIC;130780521;130786049;13055;MARSEILLE 15EME;13915;CHE DES BOURRELY;50;5;2399
2023;APHM HOPITAL DE LA CONCEPTION;3;PUBLIC;130783236;130786049;13055;MARSEILLE 5E ARRONDISSEMENT;13005;147 BD BAILLE;51;5;2618
2017;HOPITAL PRIVE BEAUREGARD VERT COTEAU;2a;PRIVE LUCRATIF;130784713;130038847;13055;MARSEILLE 12EME;13012;12 IMP DU LIDO;36;8;2240
2016;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;2a;PRIVE NON LUCRATIF;130786445;130002488;13001;AIX-EN-PROVENCE;13081;RTE DEPARTEMENTALE 14;62;7;2637
2022;CHU COTE DE NACRE - CAEN;3;PUBLIC;140000209;140000100;14118;CAEN;14033;AV COTE DE NACRE;72;7;3144
2015;CENTRE HOSPITALIER - BAYEUX;1;PUBLIC;140024886;140000092;14047;BAYEUX;14400;13 RUE DE NESMOND;14;3;560
2015;CENTRE HOSPITALIER DE SAINT FLOUR;1;PUBLIC;150000032;150780088;15187;SAINT-FLOUR;15102;AV DOCTEUR MALLET;15;2;308
2015;CENTRE HOSPITALIER HENRI MONDOR;2a;PUBLIC;150000040;150780096;15014;AURILLAC;15002;50 AV DE LA REPUBLIQUE;22;2;844
2021;CH HENRI MONDOR;2a;PUBLIC;150000040;150780096;15014;AURILLAC;15002;50 AV DE LA REPUBLIQUE;18;2;787
2014;CENTRE HOSPITALIER D'ANGOULEME;2b;PUBLIC;160000253;160000451;16015;ANGOULEME;16959;RPT DE GIRAC;30;5;1628
2018;CENTRE HOSPITALIER D'ANGOULEME;2b;PUBLIC;160000253;160000451;16015;ANGOULEME;16000;RPT DE GIRAC;25;5;1364
2017;CHI DU PAYS DE COGNAC;1;PUBLIC;160015368;160014411;16102;COGNAC;16112;65 AV D ANGOULEME;15;3;624
2017;CENTRE HOSPITALIER ROCHEFORT;2a;PUBLIC;170000152;170780225;17299;ROCHEFORT;17301;1 AV BELIGON;18;3;1104
2016;CLINIQUE DU MAIL - LA ROCHELLE;1;PRIVE LUCRATIF;170780613;170000277;17300;LA ROCHELLE;17087;96 ALL DU MAIL;18;0;555
2013;CENTRE HOSPITALIER DE VIERZON;1;PUBLIC;180000200;180000051;18279;VIERZON;18102;33 R LEO MERIGOT;15;3;528
2021;CENTRE HOSPITALIER DUBOIS BRIVE;2a;PUBLIC;190000018;190000042;19031;BRIVE LA GAILLARDE;19312;3 BD DOCTEUR VERLHAC;26;5;1228
2023;CENTRE HOSPITALIER COEUR DE CORREZE;1;PUBLIC;190000026;190000059;19272;TULLE;19012;3 PL DOCTEUR MASCHAT;12;4;615
2013;CENTRE HOSPITALIER D'USSEL;1;PUBLIC;190000091;190000075;19275;USSEL;19208;2 AV DOCTEUR ROULLET;6;2;249
2013;CH DOCTEUR RECAMIER BELLEY;1;PUBLIC;010000032;010780062;01034;BELLEY;01300;52 Rue Georges Girerd;12;2;503
2021;CH BUGEY SUD;1;PUBLIC;010000032;010780062;01034;BELLEY;01300;700 AV DE NARVIK;8;2;350
2013;CH DU HAUT BUGEY SITE GEOVREISSET;1;PUBLIC;010005239;010008407;01283;OYONNAX;01117;1 RTE DE VEYZIAT;21;3;650
2013;CLINIQUE MUTUALISTE AMBERIEU EN BUGEY;1;PRIVE NON LUCRATIF;010780203;010006450;01004;AMBERIEU-EN-BUGEY;01506;;15;3;945
2013;CH SOISSONS;2b;PUBLIC;020000519;020000261;02722;SOISSONS;02209;46 AV DU GÉNÉRAL DE GAULLE;35;3;1287
2019;CH SOISSONS;2b;PUBLIC;020000519;020000261;02722;SOISSONS;02209;46 AV DU GÉNÉRAL DE GAULLE;18;3;1002
2023;CH DE MONTLUCON;2b;PUBLIC;030000079;030780100;03185;MONTLUCON;03109;18 AV DU 8 MAI 1945;24;3;890
2022;CH DES ESCARTONS DE BRIANCON;1;PUBLIC;050000231;050000116;05023;BRIANCON;05105;24 AV ADRIEN DAURELLE;9;2;304
2014;CENTRE HOSPITALIER DE GRASSE;2b;PUBLIC;060000478;060780897;06069;GRASSE;06135;CHE DE CLAVARY;32;6;1653
2022;CENTRE HOSPITALIER DE GRASSE;2b;PUBLIC;060000478;060780897;06069;GRASSE;06135;CHE DE CLAVARY;32;6;2029
2014;CLINIQUE SAINT GEORGE;1;PRIVE LUCRATIF;060780715;060000361;06088;NICE;06105;2 AV DE RIMIEZ;34;6;1758
2016;CH DES VALS D'ARDÈCHE;1;PUBLIC;070000013;070002878;07186;PRIVAS;07007;2 AV PASTEUR;9;2;192
2019;CENTRE HOSPITALIER DE SEDAN;2a;PUBLIC;080000110;080000037;08409;SEDAN;08209;2 AV GENERAL MARGUERITTE;15;2;625
2022;CENTRE HOSPITALIER DE TROYES;3;PUBLIC;100000090;100000017;10387;TROYES;10003;101 AV ANATOLE FRANCE;44;5;2406
2018;CENTRE HOSPITALIER DE ROMILLY/SEINE;1;PUBLIC;100000199;100006279;10323;ROMILLY-SUR-SEINE;10105;AV PAUL V COUTURIER;18;3;416
2014;CLINIQUE DE CHAMPAGNE;1;PRIVE LUCRATIF;100002351;100000561;10387;TROYES;10012;4 R CHAIM SOUTINE;15;2;436
2020;CH NARBONNE HOTEL DIEU;1;PUBLIC;110000056;110780137;11262;NARBONNE;11108;BD DOCTEUR LACROIX;24;4;1050
2021;CH NARBONNE HOTEL DIEU;1;PUBLIC;110000056;110780137;11262;NARBONNE;11108;BD DOCTEUR LACROIX;24;4;897
2021;CH VILLEFRANCHE SITE CHARTREUSE;1;PUBLIC;120000054;120780069;12300;VILLEFRANCHE DE ROUERGUE;12200;AV CAYLET;12;3;485
2017;CH MILLAU;1;PUBLIC;120004569;120004528;12145;MILLAU;12101;265 BD ACHILLE SOUQUES;12;2;260
2016;CENTRE HOSPITALIER DE SAINT AFFRIQUE;1;PUBLIC;120004668;120004619;12208;SAINT-AFFRIQUE;12402;88 AV DR LUCIEN GALTIER;6;2;239
2013;SITE D'AIX EN PROVENCE;2b;PUBLIC;130000409;130041916;13001;AIX-EN-PROVENCE;13616;AV DES TAMARIS;39;5;1933
2022;CHI SITE D'AIX EN PROVENCE;2b;PUBLIC;130000409;130041916;13001;AIX EN PROVENCE;13616;AV DES TAMARIS;26;6;1605
2019;CH SALON DE PROVENCE;2a;PUBLIC;130001225;130782634;13103;SALON-DE-PROVENCE;13658;207 AV JULIEN FABRE;22;3;1183
2014;CENTRE HOSPITALIER DE LA CIOTAT;1;PUBLIC;130002215;130785512;13028;LA CIOTAT;13708;BD LAMARTINE;20;3;914
2020;CH JOSEPH IMBERT D'ARLES;1;PUBLIC;130002827;130789274;13004;ARLES;13637;QUA FOURCHON;20;3;828
2015;CH DE MARTIGUES HOPITAL DES RAYETTES;2b;PUBLIC;130002835;130789316;13056;MARTIGUES;13698;3 BD DES RAYETTES;38;5;1996
2022;CH DE MARTIGUES HOPITAL DES RAYETTES;2b;PUBLIC;130002835;130789316;13056;MARTIGUES;13698;3 BD DES RAYETTES;32;5;1829
2014;CLINIQUE DE VITROLLES;1;PRIVE LUCRATIF;130008253;130001084;13117;VITROLLES;13741;Rue BEL AIR LA TUILIERE II;32;4;1577
2019;CLINIQUE DE VITROLLES;1;PRIVE LUCRATIF;130008253;130001084;13117;VITROLLES;13741;R BEL AIR LA TUILIERE II;45;5;1072
2013;HOPITAL DE LA CONCEPTION;3;PUBLIC;130783236;130786049;13055;MARSEILLE 05EME;13385;147 BD BAILLE;62;5;2950
2021;HOPITAL PRIVE BEAUREGARD VERT COTEAU;2a;PRIVE LUCRATIF;130784713;130038847;13055;MARSEILLE 12E ARRONDISSEMENT;13012;12 IMP DU LIDO;37;8;2472
2015;HOPITAL ST JOSEPH;2b;PRIVE NON LUCRATIF;130785652;130014228;13055;MARSEILLE 08EME;13008;26 BD DE LOUVAIN;85;10;4845
2021;HOPITAL SAINT JOSEPH;2b;PRIVE NON LUCRATIF;130785652;130014228;13055;MARSEILLE 8E ARRONDISSEMENT;13008;26 BD DE LOUVAIN;76;10;4738
2019;MATERNITE CATHOLIQUE PROVENCE L'ETOILE;2a;PRIVE NON LUCRATIF;130786445;130002488;13001;AIX-EN-PROVENCE;13080;RTE DEPARTEMENTALE 14;62;7;2770
2014;CENTRE HOSPITALIER DE LISIEUX;2b;PUBLIC;140000027;140000035;14366;LISIEUX;14107;4 R ROGER AINI;32;0;1253
2023;CENTRE HOSPITALIER DE LISIEUX;2b;PUBLIC;140000027;140000035;14366;LISIEUX;14107;4 R ROGER AINI;25;4;1262
2015;POLYCLINIQUE DU PARC - CAEN;2a;PRIVE LUCRATIF;140016759;140003146;14118;CAEN;14052;20 AV CAPITAINE GEORGES GUYNEMER;44;5;1963
2016;POLYCLINIQUE DU PARC - CAEN;2a;PRIVE LUCRATIF;140016759;140003146;14118;CAEN;14052;20 AV CAPITAINE GEORGES GUYNEMER;44;5;1928
2021;POLYCLINIQUE DU PARC - CAEN;2a;PRIVE LUCRATIF;140016759;140003146;14118;CAEN;14052;20 AV GEORGES GUYNEMER;44;5;1781
2023;POLYCLINIQUE DU PARC - CAEN;2a;PRIVE LUCRATIF;140016759;140003146;14118;CAEN;14052;20 AV GEORGES GUYNEMER;24;5;1449
2020;CENTRE HOSPITALIER - AUNAY-BAYEUX;1;PUBLIC;140024886;140000092;14047;BAYEUX;14401;13 RUE DE NESMOND;16;3;457
2014;CENTRE HOSPITALIER DE SAINT FLOUR;1;PUBLIC;150000032;150780088;15187;SAINT-FLOUR;15102;AV DOCTEUR MALLET;15;2;335
2016;CENTRE HOSPITALIER DE SAINT FLOUR;1;PUBLIC;150000032;150780088;15187;SAINT-FLOUR;15102;AV DOCTEUR MALLET;15;2;302
2014;CENTRE HOSPITALIER HENRI MONDOR;2a;PUBLIC;150000040;150780096;15014;AURILLAC;15002;50 AV DE LA REPUBLIQUE;22;2;878
2020;CH HENRI MONDOR;2a;PUBLIC;150000040;150780096;15014;AURILLAC;15002;50 AV DE LA REPUBLIQUE;18;2;759
2023;CH HENRI MONDOR;2a;PUBLIC;150000040;150780096;15014;AURILLAC;15002;50 AV DE LA REPUBLIQUE;18;2;686
2017;CENTRE HOSPITALIER D'ANGOULEME;2b;PUBLIC;160000253;160000451;16015;ANGOULEME;16000;RPT DE GIRAC;30;5;1400
2022;CENTRE CLINICAL SA;1;PRIVE LUCRATIF;160013207;160001632;16374;SOYAUX;16800;2 CHE DE FREGENEUIL;27;6;884
2020;CHI DU PAYS DE COGNAC;1;PUBLIC;160015368;160014411;16102;COGNAC;16112;65 AV D ANGOULEME;15;3;619
2023;HOPITAUX DU GRAND COGNAC;1;PUBLIC;160015368;160014411;16102;COGNAC;16112;65 AV D ANGOULEME;15;3;608
2014;GROUPE HOSP. LA ROCHELLE-RE-AUNIS;2b;PUBLIC;170000087;170023279;17300;LA ROCHELLE;17019;R DU DR SCHWEITZER;30;5;1812
2018;HOPITAL SAINT-LOUIS - LA ROCHELLE;2b;PUBLIC;170000087;170024194;17300;LA ROCHELLE;17019;R DU DR SCHWEITZER;30;5;2067
2020;HOPITAL SAINT-LOUIS - LA ROCHELLE;2b;PUBLIC;170000087;170024194;17300;ROCHELLE;17019;R DU DR SCHWEITZER;30;5;2103
2022;CH BOURGES - JACQUES COEUR;2b;PUBLIC;180000010;180000028;18033;BOURGES;18020;145 AV F MITTERAND;26;4;1089
2019;CENTRE HOSPITALIER DUBOIS BRIVE;2a;PUBLIC;190000018;190000042;19031;BRIVE-LA-GAILLARDE;19312;3 BD DOCTEUR VERLHAC;28;5;1307
2022;CENTRE HOSPITALIER DUBOIS BRIVE;2a;PUBLIC;190000018;190000042;19031;BRIVE LA GAILLARDE;19312;3 BD DOCTEUR VERLHAC;26;5;1346
2013;CENTRE HOSPITALIER TULLE;2a;PUBLIC;190000026;190000059;19272;TULLE;19012;3 PL DOCTEUR MASCHAT;15;0;607
2014;CENTRE HOSPITALIER TULLE;2a;PUBLIC;190000026;190000059;19272;TULLE;19012;3 PL DOCTEUR MASCHAT;15;0;612
2022;CENTRE HOSPITALIER COEUR DE CORREZE;1;PUBLIC;190000026;190000059;19272;TULLE;19012;3 PL DOCTEUR MASCHAT;15;4;680
2016;CENTRE HOSPITALIER ROBERT MORLEVAT;1;PUBLIC;210987699;210780706;21603;SEMUR-EN-AUXOIS;21140;3 AV PASTEUR;15;2;433
2018;CENTRE HOSPITALIER YVES LE FOLL;3;PUBLIC;220000012;220000020;22278;SAINT-BRIEUC;22023;10 R MARCEL PROUST;34;5;1875
2019;CENTRE HOSPITALIER LANNION;1;PUBLIC;220000368;220000103;22113;LANNION;22303;KERGOMAR;13;2;551
2019;HOPITAL PRIVÉ DES COTES D'ARMOR;2a;PRIVE LUCRATIF;220022800;220000673;22187;PLERIN;22190;10 R FRANCOIS JACOB;26;5;998
2015;CENTRE HOSPITALIER GUERET;2a;PUBLIC;230000820;230780041;23096;GUERET;23011;39 AV DE LA SENATORERIE;20;2;576
2017;CENTRE HOSPITALIER GUERET;2a;PUBLIC;230000820;230780041;23096;GUERET;23011;39 AV DE LA SENATORERIE;19;2;565
2013;C.H DE BERGERAC;1;PUBLIC;240000372;240000059;24037;BERGERAC;24108;9 AV ALBERT CALMETTE;51;3;981
2016;CH BOULLOCHE HNFC MONTBELIARD;2a;PUBLIC;250000114;900000365;25388;MONTBELIARD;25209;2 R DR FLAMAND;28;4;1611
2014;CHU JEAN MINJOZ;3;PUBLIC;250006954;250000015;25056;BESANCON;25030;3 BD ALEXANDRE FLEMING;56;6;2591
2019;CENTRE HOSPITALIER DE VALENCE;2b;PUBLIC;260000013;260000021;26362;VALENCE;26953;179 BD MARECHAL JUIN;37;5;2468
2013;HOPITAUX DROME NORD ROMANS;2a;PUBLIC;260000120;260016910;26281;ROMANS-SUR-ISERE;26102;Geneviève de Gaulle-Anthonioz;25;3;1371
2014;HOPITAUX DROME NORD ROMANS;2a;PUBLIC;260000120;260016910;26281;ROMANS-SUR-ISERE;26102;Geneviève de Gaulle-Anthonioz;25;3;1262
2017;GR. HOSP. PORTES PROVENCE - MONTELIMAR;2a;PUBLIC;260000138;260000047;26198;MONTELIMAR;26216;QUA BEAUSSERET;32;6;1733
2016;CH EVREUX CH EURE-SEINE;2b;PUBLIC;270000359;270023724;27229;EVREUX;27015;R LEON SCHWARTZENBERG;34;5;2117
2022;CHIC QUIMPER;2b;PUBLIC;290000025;290020700;29232;QUIMPER;29107;14 AV YVES THEPOT;40;7;2393
2016;CH FERDINAND GRALL LANDERNEAU;1;PUBLIC;290000173;290000041;29103;LANDERNEAU;29207;1 RTE DE PENCRAN;18;2;557
2020;CH FERDINAND GRALL LANDERNEAU;1;PUBLIC;290000173;290000041;29103;LANDERNEAU;29207;1 RTE DE PENCRAN;16;2;527
2020;CHRU BREST SITE HOPITAL DE CARHAIX;1;PUBLIC;290000256;290000017;29024;CARHAIX PLOUGUER;29835;R DR MENGUY;12;2;211
2022;POLYCLINIQUE DE KERAUDREN;2a;PRIVE LUCRATIF;290019777;290022508;29019;BREST;29801;375 rue ERNESTINE DE TREMAUDAN;38;9;1705
2013;CENTRE HOSPITALIER DE BASTIA;2b;PUBLIC;2B0000012;2B0000020;2B033;BASTIA;20604;;24;3;1141
2017;CENTRE HOSPITALIER DE BASTIA;2b;PUBLIC;2B0000012;2B0000020;2B033;BASTIA;20604;;24;3;1037
2023;POLYCLINIQUE LA RESIDENCE MAYMARD;1;PRIVE LUCRATIF;2B0000145;2B0000053;2B033;BASTIA;20200;13 R MARCEL PAUL;16;2;135
2014;CENTRE HOSPITALIER ALES-CEVENNES;2a;PUBLIC;300000023;300780046;30007;ALES;30103;811 AV DOCTEUR JEAN GOUBERT;30;3;1368
2023;CH ALES CEVENNES;2a;PUBLIC;300000023;300780046;30007;ALES;30103;811 AV DR JEAN GOUBERT;24;3;1064
2015;CENTRE HOSPITALIER LOUIS PASTEUR;2a;PUBLIC;300000031;300780053;30028;BAGNOLS-SUR-CEZE;30205;AV ALPHONSE DAUDET;21;3;958
2016;CH LOUIS PASTEUR;2a;PUBLIC;300000031;300780053;30028;BAGNOLS-SUR-CEZE;30205;AV ALPHONSE DAUDET;21;3;949
2022;CH LOUIS PASTEUR BAGNOLS SUR CEZE;2a;PUBLIC;300000031;300780053;30028;BAGNOLS SUR CEZE;30205;AV ALPHONSE DAUDET;21;3;754
2013;POLYCLINIQUE KENVAL;1;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;AV KENNEDY;25;3;1123
2017;POLYCLINIQUE KENNEDY;2a;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;AV KENNEDY;24;3;957
2018;POLYCLINIQUE KENNEDY;2a;PRIVE LUCRATIF;300781465;300000726;30189;NIMES;30900;125 AV KENNEDY;23;3;966
2023;CHU NIMES CAREMEAU;3;PUBLIC;300782117;300780038;30189;NIMES;30029;PL DU PROFESSEUR ROBERT DEBRE;50;7;2489
2016;POLYCLINIQUE GRAND SUD;1;PRIVE LUCRATIF;300788502;300788486;30189;NIMES;30932;350 AV ST ANDRE DE CODOLS;32;4;1456
2020;CH COMMINGES PYRENEES SITE PLANCARD;1;PUBLIC;310000310;310780671;31483;SAINT GAUDENS;31806;AV DE ST PLANCARD;14;2;444
2014;CENTRE HOSPITALIER COMMINGES PYRENEES;1;PUBLIC;310009279;310780671;31483;SAINT-GAUDENS;31800;21 BD D'ENCORE;14;2;509
2019;CH COMMINGES PYRENEES SITE ENCORE;1;PUBLIC;310009279;310780671;31483;SAINT-GAUDENS;31800;21 BD D'ENCORE;14;2;426
2019;CL RIVE GAUCHE;2a;PRIVE LUCRATIF;310026083;310026075;31555;TOULOUSE;31076;49 ALL CHARLES DE FITTE;51;12;3845
2016;CLINIQUE SAINT JEAN LANGUEDOC;1;PRIVE LUCRATIF;310780101;310000039;31555;TOULOUSE;31077;20 RTE DE REVEL;20;5;676
2023;CL DE L'UNION SAINT JEAN;2a;PRIVE LUCRATIF;310780283;310000112;31488;SAINT JEAN;31240;BD DE RATALENS;21;4;667
2022;CL AMBROISE PARE TOULOUSE;2b;PRIVE LUCRATIF;310780382;310000179;31555;TOULOUSE;31082;387 RTE DE SAINT SIMON;44;8;1655
2015;HOPITAL JOSEPH DUCUING;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R VARSOVIE;39;5;2460
2017;HOPITAL JOSEPH DUCUING;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R VARSOVIE;39;5;2400
2022;HOPITAL JOSEPH DUCUING TOULOUSE;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R DE VARSOVIE;37;5;2444
2018;CLINIQUE D'OCCITANIE;1;PRIVE LUCRATIF;310781505;310000492;31395;MURET;31605;20 AV BERNARD IV;20;3;593
2016;M.S.P.BX. BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;40;6;2560
2021;MSP BORDEAUX BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;39;6;2434
2018;CENTRE HOSPITALIER D'ARCACHON;1;PUBLIC;330000555;330781204;33529;LA TESTE-DE-BUCH;33164;AV JEAN HAMEAU;22;3;972
2021;CENTRE HOSPITALIER D'ARCACHON;1;PUBLIC;330000555;330781204;33529;TESTE DE BUCH;33164;AV JEAN HAMEAU;18;3;1118
2015;CH DE LA HAUTE GIRONDE;1;PUBLIC;330000571;330781220;33058;BLAYE;33394;97 R DE L'HOPITAL;15;2;400
2020;CH DE LA HAUTE GIRONDE;1;PUBLIC;330000571;330781220;33058;BLAYE;33394;97 R DE L'HOPITAL;10;2;383
2018;CH SUD GIRONDE - SITE LANGON;1;PUBLIC;330000589;330027509;33227;LANGON;33212;R PAUL LANGEVIN;18;4;704
2020;CH SUD GIRONDE - SITE LANGON;1;PUBLIC;330000589;330027509;33227;LANGON;33212;R PAUL LANGEVIN;18;4;694
2016;CTRE HOSPIT.R.BOULIN-LIBOURNE;2b;PUBLIC;330000605;330781253;33243;LIBOURNE;33505;112 R DE LA MARNE;32;5;1543
2019;CTRE HOSPIT.R.BOULIN-LIBOURNE;2b;PUBLIC;330000605;330781253;33243;LIBOURNE;33505;112 R DE LA MARNE;30;5;1631
2015;POLYCLIN BORDEAUX-NORD AQUITAINE;2a;PRIVE LUCRATIF;330780479;330000274;33063;BORDEAUX;33077;15 R CLAUDE BOUCHER;50;7;2688
2021;POLYCLIN BORDEAUX-NORD AQUITAINE;2a;PRIVE LUCRATIF;330780479;330000274;33063;BORDEAUX;33077;33 R DU DOCTEUR FINLAY;46;7;2826
2022;CH BEZIERS;2b;PUBLIC;340000033;340780055;34032;BEZIERS;34525;2 R VALENTIN HAUY;25;3;1466
2019;C.H FOUGERES;2a;PUBLIC;350000154;350000030;35115;FOUGERES;35305;133 R DE LA FORET;14;4;737
2023;CHIRC SITE REDON;1;PUBLIC;350000162;350000048;35236;REDON;35603;8 AV ETIENNE GASCON;15;3;404
2017;CH DU CHINONAIS;1;PUBLIC;370000531;370000606;37210;SAINT-BENOIT-LA-FORET;37500;28 RTE DEPARTEMENTALE 751;12;3;555
2023;CH DE BOURG ST MAURICE;1;PUBLIC;730000247;730780525;73054;BOURG SAINT MAURICE;73704;AV DU NANTET;12;2;180
2023;CH D'ALBERTVILLE;2a;PUBLIC;730000262;730002839;73011;ALBERTVILLE;73208;253 R PIERRE DE COUBERTIN;24;3;762
2016;CH ANNECY-GENEVOIS SITE ANNECY;2b;PUBLIC;740000237;740781133;74217;PRINGY;74374;1 AV DE L'HOPITAL;40;5;2609
2018;CH ANNECY-GENEVOIS SITE ANNECY;2b;PUBLIC;740000237;740781133;74010;ANNECY;74370;1 AV DE L'HOPITAL;40;7;2767
2015;HOPITAL PRIVE PAYS DE SAVOIE;1;PRIVE LUCRATIF;740014345;740000617;74012;ANNEMASSE;74100;19 AV PIERRE MENDES FRANCE;27;7;1291
2019;HU EST PARISIEN SITE TROUSSEAU APHP;3;PUBLIC;750100109;750712184;75056;PARIS 12EME;75571;26 AV DU DR ARNOLD NETTER;64;7;3728
2023;HU EST PARISIEN SITE TENON APHP;2a;PUBLIC;750100273;750712184;75056;PARIS 20E ARRONDISSEMENT;75970;4 R DE LA CHINE;42;7;2306
2016;HOPITAL PIERRE ROUQUES LES BLUETS;1;PRIVE NON LUCRATIF;750150013;750811887;75056;PARIS 12EME;75571;4 R LASSON;44;8;3106
2021;INSTITUT MUTUALISTE MONTSOURIS;1;PRIVE NON LUCRATIF;750150104;750720476;75056;PARIS 14E ARRONDISSEMENT;75674;42 BD JOURDAN;30;4;1881
2020;MATERNITE SAINTE FELICITE;2a;PRIVE NON LUCRATIF;750300667;750000838;75056;PARIS 15E ARRONDISSEMENT;75015;6 R CASABLANCA;56;11;3081
2021;HOPITAL CHARLES NICOLLE CHU ROUEN;3;PUBLIC;760000158;760780239;76540;ROUEN;76038;1 R DE GERMONT;67;6;2673
2022;HOPITAL CHARLES NICOLLE CHU ROUEN;3;PUBLIC;760000158;760780239;76540;ROUEN;76038;1 R DE GERMONT;67;6;2754
2023;CH LES FEUGRAIS CHI ELBEUF;2a;PUBLIC;760000463;760024042;76231;ELBEUF;76503;;32;5;1542
2017;CLINIQUE MATHILDE ROUEN;2a;PRIVE LUCRATIF;760025312;760000315;76540;ROUEN;76175;7 BD DE L'EUROPE;53;8;2426
2022;CLINIQUE MATHILDE ROUEN;2a;PRIVE LUCRATIF;760025312;760000315;76540;ROUEN;76175;7 BD DE L'EUROPE;59;8;2309
2015;HOPITAL JACQUES MONOD CH LE HAVRE;3;PUBLIC;760805770;760780726;76447;MONTIVILLIERS;76290;29 R P MENDES FRANCE;58;7;3198
2017;HOPITAL JACQUES MONOD CH LE HAVRE;3;PUBLIC;760805770;760780726;76447;MONTIVILLIERS;76290;29 R P MENDES FRANCE;58;7;3020
2016;CENTRE HOSPITALIER SAINT JUNIEN;1;PUBLIC;870000098;870000023;87154;SAINT-JUNIEN;87205;12 R CHATEAUBRIAND;14;3;340
2023;CENTRE HOSPITALIER SAINT JUNIEN;1;PUBLIC;870000098;870000023;87154;SAINT JUNIEN;87205;12 R CHATEAUBRIAND;14;3;301
2021;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;1;PUBLIC;880000054;880007299;88321;NEUFCHATEAU;88307;1280 AV DE LA DIVISION LECLERC;10;2;292
2019;CENTRE HOSPITALIER DE REMIREMONT;2a;PUBLIC;880000062;880780093;88383;REMIREMONT;88204;1 R GEORGES LANG;15;3;721
2022;CENTRE HOSPITALIER DE REMIREMONT;2a;PUBLIC;880000062;880780093;88383;REMIREMONT;88204;1 R GEORGES LANG;15;3;719
2013;CLINIQUE L' ARC EN CIEL;1;PRIVE LUCRATIF;880780135;880780150;88160;EPINAL;88051;11 AV DU ROSE POIRIER;45;5;1256
2014;CENTRE HOSPITALIER SUD ESSONNE - Site de DOURDAN;1;PUBLIC;910000280;910019447;91200;DOURDAN;91415;2 Rue DU POTELET;15;2;458
2021;CH SUD FRANCILIEN SITE JEAN JAURES;3;PUBLIC;910020254;910002773;91174;CORBEIL ESSONNES;91106;40 AV SERGE DASSAULT;84;10;5088
2021;CMCO D EVRY;1;PRIVE LUCRATIF;910300144;910000447;91228;EVRY COURCOURONNES;91035;2 AV DE MOUSSEAU;17;3;641
2015;HOPITAL  PRIVE CLAUDE GALLIEN;2a;PRIVE LUCRATIF;910803543;910017615;91514;QUINCY-SOUS-SENART;91480;20 RTE DE BOUSSY-ST-ANTOINE;29;3;1267
2014;CASH DE NANTERRE-HOP MAX FOURESTIER;1;PUBLIC;920000577;920110020;92050;NANTERRE;92014;403 AV DE LA REPUBLIQUE;24;4;1369
2013;HOPITAL FOCH;2b;PRIVE NON LUCRATIF;920000650;920150059;92073;SURESNES;92151;40 R WORTH;48;9;3065
2017;HU PARIS SUD SITE ANTOINE BECLERE APHP;3;PUBLIC;920100021;750712184;92023;CLAMART;92140;157 R DE LA PTE DE TRIVAUX;58;7;3081
2018;HU PARIS SUD SITE ANTOINE BECLERE APHP;3;PUBLIC;920100021;750712184;92023;CLAMART;92140;157 R DE LA PTE DE TRIVAUX;58;7;3433
2015;HOPITAL BEAUJON (AP-HP);2a;PUBLIC;920100039;750712184;92024;CLICHY;92118;100 BD DU GENERAL LECLERC;15;4;1095
2014;POLE DE SANTE DU PLATEAU;1;PRIVE LUCRATIF;920300597;920000940;92048;MEUDON;92360;3 AV DE VILLACOUBLAY;20;3;277
2023;HU PARIS SITE JEAN VERDIER APHP;2b;PUBLIC;930100045;750712184;93010;BONDY;93143;AV DU 14 JUILLET;44;6;2106
